Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 11/27  21:00:00,157.680256867,7.93091510574,28.2203020226,0.0,80.527626,29.818365,6.09976883672,0.0,3.20568,2.89408883672
 11/27  22:00:00,55.9162545551,0.0,0.0,0.0,15.863942322,29.242365,8.97345600793,0.0,3.20568,5.76777600793
 11/27  23:00:00,55.762526614,0.0,0.0,0.0,15.863942322,29.242365,6.09337598605,0.0,3.20568,2.88769598605
 11/27  24:00:00,56.4507031331,0.0,0.0,0.0,15.863942322,29.242365,6.09152244313,0.0,3.20568,2.88584244313
 11/28  01:00:00,55.731264572,0.0,0.0,0.0,15.863942322,29.242365,6.08922724208,0.0,3.20568,2.88354724208
 11/28  02:00:00,55.718777773,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/28  03:00:00,55.7044321913,0.0,0.0,0.0,15.863942322,29.242365,6.089171466,0.0,3.20568,2.883491466
 11/28  04:00:00,55.6900265565,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/28  05:00:00,56.8780761948,0.0,0.0,0.0,15.863942322,29.242365,6.08911564179,0.0,3.20568,2.88343564179
 11/28  06:00:00,56.7131825687,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/28  07:00:00,78.6716957497,7.82079587941,15.4428571558,0.0,15.863942322,29.818365,21.7397538238,18.5140738238,3.20568,0.02
 11/28  08:00:00,138.526006582,7.82079587941,18.0041404632,0.0,80.527626,29.818365,11.7257546169,5.63340519485,3.20568,2.88666942208
 11/28  09:00:00,197.052422591,8.72317057352,30.2788445855,0.0,80.527626,75.0917375,32.7182449688,0.0118490286976,24.0426,8.66379594012
 11/28  10:00:00,229.921291882,10.5830723656,61.1736693386,0.0,80.527626,75.0917375,38.5485726416,0.0,24.0426,14.5059726416
 11/28  11:00:00,256.633259768,12.6718338855,81.7601529965,0.0,80.527626,79.0911225,46.5731037674,0.0,32.0568,14.5163037674
 11/28  12:00:00,277.106277061,15.0339224501,99.1433714235,0.0,80.527626,79.0911225,49.5026580323,0.000826207578472,32.0568,17.4450318247
 11/28  13:00:00,286.262179793,16.6201184021,107.407381144,0.0,80.527626,79.0911225,49.5317592527,0.0037450042487,32.0568,17.4712142484
 11/28  14:00:00,287.140782027,18.5502897369,110.351521941,0.0,80.527626,75.0917375,36.4343778695,0.00268914288389,16.0284,20.4032887266
 11/28  15:00:00,294.619664286,19.9878675785,116.393793292,0.0,80.527626,75.0917375,27.6414504685,0.00212335353952,16.0284,11.610927115
 11/28  16:00:00,290.677916044,20.0071864018,114.442059454,0.0,80.527626,73.092045,20.6552768608,0.0276720477965,3.20568,17.421924813
 11/28  17:00:00,275.942950259,13.702977273,106.02577338,0.0,80.527626,73.092045,6.11787513076,0.0257271619392,3.20568,2.88646796882
 11/28  18:00:00,208.464634285,9.58613642976,81.6758467689,0.0,80.527626,29.818365,3.22568,0.0,3.20568,0.02
 11/28  19:00:00,190.086949923,8.8204608715,59.8040551311,0.0,80.527626,29.818365,8.96947885839,0.0,3.20568,5.76379885839
